Latitude,Longitude,O3_Total,CO_Total,CH4_Total
-9.10202995543106,-42.92023979332421,264.89618,1.498665e+18,3.759783e+19
-9.044581294406315,-42.55621424185881,269.2431,1.5151546e+18,3.8318455e+19
-8.987404548283187,-42.19658950611498,265.3951,1.4708322e+18,3.8999246e+19
-8.929817872538477,-41.83664552213768,266.87393,1.4600629e+18,3.8561636e+19
-8.872243231118599,-41.47920180865153,268.83798,1.4473501e+18,3.81228e+19
-8.81341240567544,-41.115809126406745,270.40854,1.4797761e+18,3.8348833e+19
-8.752846513879367,-40.743401893902096,270.40637,1.4941816e+18,3.85041e+19
-8.690928791882174,-40.36462694302863,266.2919,1.5023503e+18,3.8576414e+19
-8.626178578079069,-39.97000621762015,263.51096,1.4776825e+18,3.882591e+19
-8.55820966449482,-39.55735131454216,263.6331,1.5126409e+18,3.8906316e+19
-8.486207317451345,-39.12176459510293,266.35666,1.47115e+18,3.8872363e+19
-8.409157320335051,-38.65729748588111,260.88654,1.4811656e+18,3.8694273e+19
-8.325773827831124,-38.15651969449004,268.35336,1.4879518e+18,3.8244924e+19
-8.234875743422577,-37.612908934517606,266.45142,1.4808838e+18,3.807301e+19
-8.132805172064048,-37.004935744876455,266.80508,1.432905e+18,3.7792027e+19
-8.017316766436398,-36.320642594400645,267.89597,1.4873626e+18,3.793228e+19
-7.88538354149403,-35.54404700888845,270.45303,1.5728367e+18,3.9864483e+19
-7.728492442304645,-34.62745396980129,266.1627,1.8307985e+18,3.9814385e+19
-9.562108703974225,-49.56838586600096,262.43085,1.9000156e+18,3.824774e+19
-9.438792731226679,-48.642179961840874,271.1171,1.8601121e+18,3.9056795e+19
-9.330328373619622,-47.84707100899184,274.2635,1.8333871e+18,3.913675e+19
-9.234391694292924,-47.158838041502236,265.31638,1.5914323e+18,3.865266e+19
-9.147617858622397,-46.54793953045179,267.4313,1.5919561e+18,3.7170213e+19
-9.067998150476472,-45.99675429417469,271.40396,1.5758422e+18,3.8593126e+19
-8.993678885261456,-45.489878188390875,273.3515,1.6134132e+18,3.8256267e+19
-8.924554846220634,-45.0251561618896,270.51233,1.5955454e+18,3.8074935e+19
-8.858646299467717,-44.58742717404338,268.55676,1.6426823e+18,3.8197e+19
-8.795250019601928,-44.17105328881713,274.19138,1.5936496e+18,3.8973e+19
-8.73464712099787,-43.77737925061321,273.01508,1.5885013e+18,3.8463494e+19
-8.675378471746896,-43.39587421595669,269.26413,1.5575407e+18,3.7789885e+19
-8.61726272187561,-43.02500249711573,269.20898,1.5486059e+18,3.835357e+19
-8.559857726525333,-42.661510747088414,269.0591,1.5549014e+18,3.858205e+19
-8.502469974560892,-42.30053756819918,269.08264,1.4978995e+18,3.9071304e+19
-8.445517233734773,-41.9448445418335,273.00357,1.4933223e+18,3.874542e+19
-8.3877666452828,-41.58603681720292,271.6195,1.4996356e+18,3.8174916e+19
-8.3290579365914,-41.22314965656675,268.83932,1.4870665e+18,3.8114144e+19
-8.268936516387885,-40.85320818611288,271.40707,1.4711665e+18,3.810985e+19
-8.206888267101396,-40.47299089704867,267.69696,1.5383241e+18,3.7880507e+19
-8.142336184520193,-40.078896221056304,266.06842,1.5316158e+18,3.8286257e+19
-8.074600694965293,-39.66678252472952,267.58475,1.6837378e+18,3.803255e+19
-8.002867135130897,-39.23175864240112,267.0705,1.4713764e+18,3.8282207e+19
-7.926129970562449,-38.76788203987149,264.75055,1.4912766e+18,3.8321367e+19
-7.843120501932115,-38.267728636294365,267.03717,1.5158199e+18,3.7739976e+19
-7.752193966100314,-37.72179465413738,264.87766,1.4894644e+18,3.788127e+19
-7.6511528756167095,-37.11753365054625,263.20392,1.4411278e+18,3.7976934e+19
-7.5363533243302845,-36.434035188773876,262.18314,1.5099803e+18,3.864489e+19
-7.4052850454233266,-35.65831469407923,268.44992,1.5717078e+18,3.9365344e+19
-7.249528977922964,-34.742718690323905,270.6182,1.7075949e+18,4.022027e+19
-9.080772365969521,-49.668003183102144,263.53467,1.8714385e+18,3.907963e+19
-8.955431220258625,-48.73364995191756,263.30847,1.8437317e+18,3.914412e+19
-8.846988728174285,-47.94431532248448,263.92953,1.9349291e+18,3.957279e+19
-8.750645445301314,-47.25720904619604,276.40045,1.924161e+18,3.88857e+19
-8.663155344884453,-46.64427828596167,272.33392,2.0510902e+18,3.8430214e+19
-8.583722730402155,-46.096972431977605,270.0731,1.9295456e+18,3.878115e+19
-8.50958578235533,-45.59340344984951,266.4413,1.6503872e+18,3.879539e+19
-8.439986715602878,-45.12686558810048,269.28708,1.6860137e+18,3.8451153e+19
-8.373993474680942,-44.68979131055797,271.31104,1.6618067e+18,3.8898263e+19
-8.310540289899052,-44.27403156080909,272.2349,1.6889451e+18,3.85591e+19
-8.249908056848222,-43.88092971983775,271.3971,1.6097148e+18,3.9252895e+19
-8.190632880200699,-43.49997147676924,269.35712,1.587953e+18,3.864433e+19
-8.132531462232054,-43.129623995083065,268.68924,1.5901849e+18,3.892019e+19
-8.075161205595426,-42.7666388324059,268.05624,1.5541608e+18,3.933484e+19
-8.017824632132623,-42.40616241821496,270.36285,1.5383348e+18,3.913216e+19
-7.960666487440734,-42.04908633278966,267.0529,1.5258423e+18,3.9271204e+19
-7.903284115684312,-41.69262364391362,270.50668,1.4684838e+18,3.9182064e+19
-7.84468754957636,-41.33021461974902,267.5106,1.467641e+18,3.892887e+19
-7.784402071759698,-40.95880120108203,266.38095,1.5078477e+18,3.854885e+19
-7.722808853076942,-40.581022835632716,265.36456,1.5362987e+18,3.762687e+19
-7.6584435569105445,-40.18742419918564,266.34204,1.6276328e+18,3.7914385e+19
-7.590928028857447,-39.77582053790409,265.81412,1.5205091e+18,3.7101485e+19
-7.5194519321355715,-39.341326139630574,257.55695,1.48465e+18,3.7217633e+19
-7.443017698381129,-38.87800429296403,261.03284,1.4930076e+18,3.8108893e+19
-7.360370094704846,-38.37843689515295,262.98593,1.5551539e+18,3.8004043e+19
-7.269883223719588,-37.83312763624797,262.85648,1.5246455e+18,3.8396274e+19
-7.16937887192478,-37.22954110461429,263.17023,1.4677543e+18,3.786143e+19
-7.055254168094472,-36.546783314092075,262.66803,1.4834744e+18,3.8227407e+19
-6.92503425112018,-35.77187623560624,264.52728,1.5291674e+18,3.9049965e+19
-6.770397996141917,-34.85720257461013,267.49008,1.7247412e+18,4.0008545e+19
-8.59873093970157,-49.76274540188176,264.93884,1.8661955e+18,3.9166034e+19
-8.473189566925718,-48.8343608131557,267.08133,1.7792934e+18,3.8757147e+19
-8.36360140971559,-48.04185229465614,274.4635,2.0692659e+18,3.971412e+19
-8.266839983115045,-47.355817942208745,269.29202,1.9767395e+18,3.8764373e+19
-8.179450870528262,-46.746830308288736,268.1687,1.758936e+18,3.834559e+19
-8.099369721951307,-46.1973365574542,272.5897,1.6814646e+18,3.8591543e+19
-8.024706696417562,-45.69198819940369,269.85886,1.6936796e+18,3.8592915e+19
-7.955331289547612,-45.2286448150076,270.38754,1.676709e+18,3.8764787e+19
-7.889245625031688,-44.7921947496229,271.91986,1.663666e+18,3.88771e+19
-7.82603477075761,-44.37912283915937,272.2383,1.7331385e+18,3.8609113e+19
-7.765068270805686,-43.98446114644901,269.98654,1.6451451e+18,3.8654145e+19
-7.7057802922692495,-43.60402300771206,271.01907,1.5817282e+18,3.9111836e+19
-7.647689611129504,-43.234173357411045,270.4192,1.6245272e+18,3.8818298e+19
-7.590347664323955,-42.87166962937812,270.8504,1.7717016e+18,3.8995297e+19
-7.533335785893344,-42.5135276860573,267.9965,1.7868849e+18,3.9347475e+19
-7.476245770625332,-42.15691110682866,266.71567,1.5377392e+18,3.917114e+19
-7.418671667567356,-41.79903841902098,265.96863,1.5074788e+18,3.924074e+19
-7.360180187144572,-41.43708335216916,268.3736,1.6308936e+18,3.891701e+19
-7.300319430065286,-41.0680782995786,267.53568,1.5057305e+18,3.86859e+19
-7.2385840689652285,-40.688808181989224,267.219,1.5589669e+18,3.766842e+19
-7.174399609301414,-40.29568008616038,265.98648,1.5385079e+18,3.7346214e+19
-7.107434681930436,-39.886761133752834,262.09082,1.4865631e+18,3.718434e+19
-7.035872708088103,-39.450567027747105,261.85892,1.4905305e+18,3.759051e+19
-6.959742100306541,-38.98776659750341,263.74408,1.5156137e+18,3.8709147e+19
-6.877457247598326,-38.48874976034561,259.58606,1.5144306e+18,3.824682e+19
-6.7874065140476345,-37.944028222386976,258.35486,1.5347562e+18,3.907036e+19
-6.6874389366598646,-37.34107510083761,261.11774,1.5436863e+18,3.9065776e+19
-6.574589582307666,-36.66278756015514,261.69284,1.527759e+18,3.824767e+19
-6.44460738084402,-35.88487129782052,261.61404,1.5219704e+18,3.9053624e+19
-6.291080637092608,-34.97106553050879,268.01062,1.7666262e+18,4.0367056e+19
-8.116046903468316,-49.85265710659647,274.11163,1.855239e+18,3.9015963e+19
-7.989822639515997,-48.926578654117264,277.0818,1.8671876e+18,3.951286e+19
-7.880248736262096,-48.13970178534639,274.9381,1.8890201e+18,3.968271e+19
-7.7830683156930425,-47.45468349096864,271.56055,1.9670796e+18,3.9423442e+19
-7.695363388861288,-46.846578347193976,274.7523,1.8731433e+18,3.931902e+19
-7.615044027894731,-46.297864945961095,277.16876,1.7647916e+18,3.90036e+19
-7.5405528454664275,-45.79573713491972,274.73303,1.76425e+18,3.877137e+19
-7.470691116295126,-45.33051210831196,270.7542,1.7438712e+18,3.883764e+19
-7.40450972104011,-44.89464834105019,277.7288,2.135016e+18,3.897536e+19
-7.341232297920488,-44.48212296033242,272.79602,1.6737511e+18,3.9355106e+19
-7.279933076266218,-44.0859588031823,273.5553,1.6258595e+18,3.89963e+19
-7.220919652707909,-43.70802580763042,271.44983,1.6400824e+18,3.940821e+19
-7.162833749050238,-43.33864364801892,271.07224,1.7480983e+18,3.9352396e+19
-7.105515000836891,-42.976591632443366,272.76996,1.8675109e+18,3.956373e+19
-7.048545110911384,-42.61888941392532,267.7058,1.6477046e+18,3.9291703e+19
-6.991239000263077,-42.260843618049755,269.0369,1.5580432e+18,3.921296e+19
-6.934021257624403,-41.9052579493457,265.8563,1.5123667e+18,3.9073085e+19
-6.875629469537237,-41.543727584148606,268.35507,1.5855802e+18,3.855969e+19
-6.81588848566682,-41.17514907512523,268.1665,1.5648472e+18,3.804119e+19
-6.753992769303943,-40.7942993588377,263.7335,1.50484e+18,3.7259735e+19
-6.690288277070521,-40.403620699851686,261.70145,1.5128894e+18,3.730145e+19
-6.623192519155918,-39.992951776574785,262.62088,1.5520708e+18,3.817986e+19
-6.552215038655612,-39.55942522631755,261.82166,1.5699415e+18,3.8323007e+19
-6.476375583263153,-39.097113999546295,260.9011,1.5641037e+18,3.9184136e+19
-6.394441444222428,-38.59861283485857,261.4624,1.561059e+18,3.85931e+19
-6.305284871394047,-38.05741805293439,258.77838,1.4958366e+18,3.896302e+19
-6.205369484691483,-37.45207961699394,260.58984,1.5606403e+18,3.9502357e+19
-6.0925687882813655,-36.77066802826031,263.37756,1.5756348e+18,3.9117233e+19
-5.964022822236009,-35.99723646166654,260.88455,1.5993992e+18,3.944857e+19
-5.811588265609953,-35.084236811388756,264.7051,1.7468446e+18,4.0023314e+19
-7.634805701185304,-49.953539380811556,270.5263,1.932708e+18,3.8835833e+19
-7.507683916709621,-49.02798528236234,269.03296,1.8729111e+18,3.9617634e+19
-7.3969423009097754,-48.237823647580754,268.8963,1.9092292e+18,3.9490966e+19
-7.299334493783605,-47.553768864389035,271.88638,1.8951778e+18,3.965787e+19
-7.211307715450953,-46.946499294070925,269.06332,1.7568152e+18,3.901603e+19
-7.130744404107431,-46.39852396823509,271.48453,1.7286155e+18,3.877464e+19
-7.056069723783218,-45.89705813714167,274.2985,1.7317065e+18,3.9003803e+19
-6.986070465350565,-45.432435121983126,270.1372,1.6809082e+18,3.884402e+19
-6.919789866256388,-44.99712501514284,270.0199,1.686733e+18,3.886868e+19
-6.8561413218455005,-44.58301655239472,270.98242,1.658638e+18,3.8774695e+19
-6.795102563577647,-44.18943748687647,269.7036,1.6930815e+18,3.928657e+19
-6.7360729307304235,-43.811960872738965,268.48447,1.7187298e+18,3.940192e+19
-6.677987901528647,-43.44301850248051,270.41794,1.7101945e+18,3.9193055e+19
-6.62069243272329,-43.08139015954974,273.2672,1.8667309e+18,3.9630538e+19
-6.563762749050746,-42.72410030870836,272.2578,1.750254e+18,3.9468646e+19
-6.506517693422556,-42.366460298419874,266.59418,1.6429671e+18,3.904614e+19
-6.449658223612238,-42.01314363962089,264.2699,1.5643647e+18,3.8938043e+19
-6.391084867510013,-41.65013774888121,266.8736,1.6137957e+18,3.866175e+19
-6.3311721269672905,-41.280010408693414,264.6536,1.540523e+18,3.8396446e+19
-6.270022521106666,-40.903518349017894,260.90994,1.4839486e+18,3.74979e+19
-6.20618481509135,-40.51123751241816,261.15573,1.5152467e+18,3.7811083e+19
-6.139629961960672,-40.10318319064861,261.26495,1.5541084e+18,3.7949507e+19
-6.068559675504189,-39.66789422967512,260.1948,1.5294776e+18,3.8165566e+19
-5.993011043551495,-39.20603549006538,259.54184,1.5393324e+18,3.8697844e+19
-5.9114248672258665,-38.70801079684321,260.5286,1.6092981e+18,3.9512406e+19
-5.822220313674869,-38.16434527114534,259.87476,1.5481962e+18,3.9519997e+19
-5.723291226444129,-37.5625286114879,259.9738,1.5513825e+18,3.9957576e+19
-5.611141474463604,-36.88171219146282,258.1685,1.6219387e+18,3.971157e+19
-5.4834177650332325,-36.10893031535132,257.8526,1.5723097e+18,3.97073e+19
-5.332067891583102,-35.19666320590055,261.12527,1.735523e+18,3.996152e+19
-7.152933244369176,-50.049527355949635,275.24347,1.8176711e+18,3.903641e+19
-7.024416634619476,-49.12087208980757,266.63614,1.8296933e+18,3.9614973e+19
-6.913687543614308,-48.33621084947689,264.3789,1.8911299e+18,3.926801e+19
-6.815647905233651,-47.65307002642469,273.28995,1.9774682e+18,3.971205e+19
-6.727294401700902,-47.046591885676335,270.89713,1.8644673e+18,3.8873423e+19
-6.646484596736258,-46.49931415581043,267.6081,1.8341087e+18,3.8614804e+19
-6.57162124634783,-45.99847365488909,268.37454,1.8134446e+18,3.832318e+19
-6.501480876029546,-45.53441830223607,268.51953,1.7032632e+18,3.8138514e+19
-6.435095360282447,-45.0996301128013,261.49655,1.884716e+18,3.84226e+19
-6.371678069303111,-44.68810457568396,268.37296,1.9223702e+18,3.861058e+19
-6.310581874106551,-44.294896756931855,269.67554,1.6417175e+18,3.8794447e+19
-6.251237628153755,-43.91583687748388,269.79425,1.7238367e+18,3.876879e+19
-6.193150782370935,-43.547306513114144,272.46704,1.8273259e+18,3.9175067e+19
-6.135873051077157,-43.18607514769549,273.49646,1.8170838e+18,3.945192e+19
-6.078980793675954,-42.829170634150074,272.74588,1.8365104e+18,3.9535623e+19
-6.0220662717476765,-42.47376662858929,269.71524,1.7960308e+18,3.9156947e+19
-5.96472396753559,-42.11709133771197,270.41684,1.6014568e+18,3.9195395e+19
-5.906525546021223,-41.7563271298445,265.98584,1.5983592e+18,3.9037923e+19
-5.847023311356886,-41.388515481212664,266.41714,1.5951317e+18,3.8357893e+19
-5.7854146896674346,-41.00844395219408,265.70654,1.5117261e+18,3.7501223e+19
-5.7220484373570315,-40.61854834052243,261.863,1.558524e+18,3.771185e+19
-5.655357933578704,-40.208685649807855,258.44476,1.4966888e+18,3.756973e+19
-5.584860319905014,-39.77599305998363,261.0126,1.488302e+18,3.772313e+19
-5.509212947262974,-39.31205507284212,260.22275,1.5338118e+18,3.9064153e+19
-5.427934148393096,-38.814257046072605,261.2891,1.6030194e+18,3.947444e+19
-5.3400285184546075,-38.276734213315216,259.564,1.6144482e+18,3.964662e+19
-5.241668784144438,-37.67575603471911,259.5341,1.597097e+18,3.969258e+19
-5.129639508507748,-36.99216678748029,263.4925,1.6298011e+18,3.9701197e+19
-5.002727851033258,-36.21997287714173,258.9615,1.7788705e+18,3.9883016e+19
-4.85245016400631,-35.30836468032718,265.3906,2.0718756e+18,4.0357033e+19
-6.671034236466408,-50.145954343582595,273.6305,1.8516086e+18,3.8765503e+19
-6.541706941313224,-49.218552940011136,271.81052,1.7815901e+18,3.89952e+19
-6.4303914189393945,-48.43491501267083,272.5186,1.7219648e+18,3.935339e+19
-6.331913478694167,-47.75263893982,266.4438,1.7755304e+18,3.9443977e+19
-6.243230694453294,-47.14690764409797,270.19318,1.8683512e+18,3.9384572e+19
-6.162167487826379,-46.60028809744295,264.40033,1.7931615e+18,3.8342684e+19
-6.087111617639015,-46.10003627143139,273.2555,2.0391453e+18,3.9740964e+19
-6.016825779803052,-45.636514922952685,277.7467,2.050092e+18,3.866538e+19
-5.950332774127575,-45.20221713688755,263.65955,1.9812269e+18,3.8529953e+19
-5.8868386130268275,-44.79114702372637,265.74454,1.83091e+18,3.8902657e+19
-5.825403930967368,-44.396355518210434,271.39474,1.833783e+18,3.819313e+19
-5.766324304568547,-44.01970998160411,268.5249,1.8695009e+18,3.8907393e+19
-5.708232975532862,-43.65156534411931,273.65732,2.0997603e+18,3.926371e+19
-5.650694832633367,-43.288835120854976,273.03333,2.0512384e+18,3.939773e+19
-5.593836743112896,-42.93230617404083,274.03036,2.5992645e+18,3.94796e+19
-5.537249504286619,-42.57910987537426,272.04178,1.9945145e+18,3.958594e+19
-5.480258757208248,-42.224650335314216,266.7483,1.6139208e+18,3.943411e+19
-5.421874221113712,-41.86236216017019,265.90424,1.6092239e+18,3.9500333e+19
-5.362191415883643,-41.49295349255943,263.42142,1.6947504e+18,3.8872147e+19
-5.301318312657127,-41.11717810792558,263.8726,1.6189385e+18,3.7827237e+19
-5.237813430298556,-40.72562895503835,260.2644,1.5643332e+18,3.8560836e+19
-5.171318186936401,-40.316127978697615,258.04623,1.5193575e+18,3.8044497e+19
-5.1010568954167415,-39.88380691219826,258.91238,1.5234062e+18,3.792136e+19
-5.026072578671966,-39.42275070028737,258.73413,1.609698e+18,3.9024223e+19
-4.945165675980644,-38.9255683550944,258.73917,1.5468457e+18,3.924539e+19
-4.856787195911559,-38.38279527081542,259.04788,1.5953216e+18,3.9628334e+19
-4.758874347980909,-37.781934220895515,256.57114,1.6740242e+18,3.9686855e+19
-4.648594449141565,-37.105919750196854,261.7407,1.7407318e+18,4.016345e+19
-4.521895067188118,-36.330507812532154,263.3742,2.0262722e+18,4.08274e+19
-4.372679710645268,-35.419508230903105,264.18854,2.2318952e+18,4.0920656e+19
-6.189172630679642,-50.24287185869415,273.654,1.8438285e+18,3.853234e+19
-6.059628790025943,-49.32104472247681,272.57358,1.8775718e+18,3.9424845e+19
-5.947112999588281,-48.53395883253359,267.61948,1.854452e+18,3.912513e+19
-5.84818853738818,-47.85248923879583,263.45145,1.7977438e+18,3.887908e+19
-5.758745517856362,-47.244465942444776,267.1717,1.7494929e+18,3.871645e+19
-5.677842628233434,-46.70144763165797,273.0869,1.763853e+18,3.929049e+19
-5.602586727019338,-46.20174353836268,279.9194,2.6338326e+18,3.9743018e+19
-5.532148584388502,-45.738719124848174,274.7035,2.625464e+18,3.8851683e+19
-5.46554231158672,-45.30487834949513,270.87936,1.951666e+18,3.998156e+19
-5.401663380337554,-44.89214037299133,271.307,1.729783e+18,3.9060604e+19
-5.340476007909622,-44.49983951744685,273.13336,1.7186245e+18,3.949955e+19
-5.2813663250654965,-44.12356694273064,273.34845,1.8592417e+18,3.9534946e+19
-5.223264967863838,-43.7557800626053,273.86627,1.9387546e+18,3.9431442e+19
-5.166011122691854,-43.39526425207656,271.52393,2.3365034e+18,3.956269e+19
-5.109182212367925,-43.039053348023664,270.68814,2.322802e+18,3.9790283e+19
-5.052092012668661,-42.68247440045132,269.37112,1.7963454e+18,3.971666e+19
-4.995162731971659,-42.328319927828126,268.8462,1.6087008e+18,3.9502084e+19
-4.937142820289891,-41.96821803061891,267.30148,1.6039641e+18,3.918885e+19
-4.877860458397028,-41.60106875466674,264.54272,1.6179806e+18,3.9095687e+19
-4.816824306712024,-41.22367057785221,262.53128,1.5697223e+18,3.8675836e+19
-4.753477596006719,-40.832444934548676,259.94052,1.5448086e+18,3.825062e+19
-4.687506931064456,-40.425464026168214,259.42102,1.5518284e+18,3.891201e+19
-4.6171402396858685,-39.991292681733924,261.0683,1.5712904e+18,3.8036615e+19
-4.542428922472595,-39.53058870276021,260.61566,1.5531396e+18,3.815655e+19
-4.461852713032847,-39.03377484569464,258.97693,1.5608587e+18,3.9113956e+19
-4.37387708283273,-38.4913910544291,258.04672,1.6155927e+18,3.95019e+19
-4.276461095768922,-37.890945419528165,260.88116,1.7355245e+18,3.9646727e+19
-4.166214713343244,-37.21162097759976,262.69116,2.0495911e+18,4.056994e+19
-4.040901546255278,-36.4404572753338,259.29907,2.1212145e+18,4.0498747e+19
-3.892737191624385,-35.530000932629655,264.0067,2.2569699e+18,4.076834e+19
-5.707399925396371,-50.34021987123654,274.92877,1.870782e+18,3.922054e+19
-5.5764263966981344,-49.41509668370248,269.4309,1.8089014e+18,3.9583413e+19
-5.4639156809302065,-48.6333140904321,265.01416,1.8144317e+18,3.976975e+19
-5.365011338917268,-47.95593671835983,263.84094,1.7393205e+18,3.970227e+19
-5.2751783754072905,-47.34822068424122,265.52615,1.6991575e+18,3.8852673e+19
-5.193591855705308,-46.802787453988074,268.0492,1.7281438e+18,3.901889e+19
-5.118136679302809,-46.303594425278284,261.79468,1.8014939e+18,3.870016e+19
-5.04754479732139,-45.84103219232716,261.81152,1.8917657e+18,3.9415596e+19
-4.980821862978543,-45.407613816302394,265.29266,1.9318301e+18,3.9769173e+19
-4.917161955604611,-44.99735841436665,269.47055,1.9949514e+18,3.981304e+19
-4.855905560207217,-44.60533980609371,263.91077,1.9399978e+18,3.912136e+19
-4.7964697502315055,-44.22740450959316,268.95306,1.9087072e+18,3.998064e+19
-4.7383556673842175,-43.85994639031674,266.8839,1.8994977e+18,3.9493494e+19
-4.681110453393876,-43.49974584371419,271.0244,2.051407e+18,3.9697027e+19
-4.624031956319037,-43.141988638375494,271.20016,1.9252087e+18,3.9529466e+19
-4.567260171500086,-42.78756101648231,264.40363,1.7004148e+18,3.9654146e+19
-4.510393336417107,-42.43369755598546,268.83017,1.7163385e+18,3.969728e+19
-4.452455863203062,-42.073885120113616,267.46454,1.6334598e+18,3.9596114e+19
-4.392985241996737,-41.70508533308967,263.96262,1.6392064e+18,3.871318e+19
-4.332369325560583,-41.32991548573691,261.81723,1.6045261e+18,3.864317e+19
-4.269175893606673,-40.93898278926935,263.77988,1.6192131e+18,3.7355415e+19
-4.203057616942779,-40.53011001899789,258.5228,1.6446342e+18,3.9215213e+19
-4.133246505503013,-40.098435182796045,258.70117,1.5938647e+18,3.9032034e+19
-4.05880285273871,-39.638048902991294,257.2748,1.6168192e+18,3.912379e+19
-3.9781359941092878,-39.13886590729474,257.9103,1.6062606e+18,3.9429125e+19
-3.8909702105963717,-38.59953147816412,259.13693,1.6779947e+18,3.9707257e+19
-3.7940426982986857,-37.99945637593463,261.78336,1.9239433e+18,4.0314306e+19
-3.6844143262453675,-37.32053156678893,261.26868,2.0838335e+18,4.0537573e+19
-3.5598844635875255,-36.549797410844455,261.4618,2.1808857e+18,4.0408147e+19
-3.4127582366980693,-35.6398159499278,265.81924,2.2501334e+18,4.077978e+19
-5.224976660761095,-50.43275761172371,270.2449,1.8824237e+18,3.876868e+19
-5.093890728674236,-49.513913767533744,271.46774,1.8267624e+18,3.98621e+19
-4.980771918005925,-48.73297383865596,267.41397,1.7925926e+18,3.966497e+19
-4.880944068251758,-48.05296949026408,269.69064,1.7248579e+18,3.8868796e+19
-4.791232787092062,-47.44919578726282,269.76886,1.7294115e+18,3.9438435e+19
-4.709379566217283,-46.90429507065385,267.4387,1.7821469e+18,4.02004e+19
-4.633714773380227,-46.40557687959786,265.16064,1.7660993e+18,3.930712e+19
-4.5629654434951865,-45.94344295028931,263.9586,1.6983514e+18,3.950676e+19
-4.4961210555960625,-45.51041763702483,263.29535,1.7746794e+18,3.988716e+19
-4.432371708596035,-45.10052536695283,264.78558,1.7494754e+18,3.9785978e+19
-4.371053068190295,-44.708845646276025,263.24692,1.8016185e+18,3.9682087e+19
-4.311580632060131,-44.33122918558176,266.70676,1.8177147e+18,3.968264e+19
-4.2534493698493225,-43.964074426866766,266.9529,1.8138425e+18,3.992098e+19
-4.196203933715109,-43.604165142655326,263.21616,1.775381e+18,3.9537413e+19
-4.139421934210385,-43.24854040301988,264.69983,1.6913522e+18,3.946194e+19
-4.082415286052939,-42.89253559992844,266.2256,1.7363074e+18,3.9523757e+19
-4.025885687681833,-42.54080237414064,266.00247,1.7309954e+18,3.964703e+19
-3.967749102070824,-42.179390336733256,261.67615,1.8677587e+18,3.9282766e+19
-3.908669496937672,-41.81279273904458,265.87732,1.7602604e+18,3.9535764e+19
-3.847886055402008,-41.43594719297644,269.3786,1.7768851e+18,3.843192e+19
-3.7848438960555044,-41.04528014819381,259.855,1.587706e+18,3.7531737e+19
-3.719236281040289,-40.63886500937628,261.75098,1.7307077e+18,3.9224506e+19
-3.649312278645968,-40.205279240934416,259.99005,1.6490912e+18,3.9365e+19
-3.575132849092963,-39.745176486324475,261.71915,1.5827698e+18,3.9521114e+19
-3.495198723079545,-39.24898922378147,258.39975,1.631914e+18,3.959562e+19
-3.408005928190444,-38.7072639753888,260.7803,1.7578778e+18,4.0079e+19
-3.3115603486835985,-38.107515916177725,258.6181,1.9911086e+18,4.036777e+19
-3.2025435195446432,-37.428941590892414,259.58777,2.1160942e+18,4.046355e+19
-3.0787878230858974,-36.65858191091573,260.20905,2.2067159e+18,4.04025e+19
-2.9326900987467908,-35.74901050676078,263.7791,2.2068103e+18,4.038221e+19
-4.743994370328086,-50.53632125075593,268.658,1.868779e+18,3.83853e+19
-4.611958454089661,-49.61758462759243,270.0741,1.864031e+18,3.9174064e+19
-4.497611165060759,-48.833031654272794,267.79974,1.8104033e+18,3.934179e+19
-4.397317106365635,-48.15367879303301,271.35507,1.7887333e+18,3.9239762e+19
-4.30725006642765,-47.550463930557186,265.99307,1.7141359e+18,3.9982597e+19
-4.224732600248263,-47.003342270596455,265.6058,1.7040627e+18,3.9650487e+19
-4.149243776338216,-46.50776828528272,261.58817,1.7242635e+18,3.972337e+19
-4.0783284526355015,-46.04602597275114,262.1128,1.7273506e+18,3.9700933e+19
-4.011358951754347,-45.61335715816698,263.22623,1.7428944e+18,3.968026e+19
-3.9475164439642394,-45.20379385691945,265.32407,1.7887364e+18,4.0059527e+19
-3.886132725776389,-44.81242055253445,264.85968,1.7665691e+18,3.9788823e+19
-3.8266150344811085,-44.43509314071943,265.8552,1.8716822e+18,4.02054e+19
-3.7684634843842666,-44.06821187975517,265.2217,1.8205008e+18,3.984387e+19
-3.711217422670977,-43.70856419919772,265.3701,1.7599726e+18,3.9357916e+19
-3.654451610854393,-43.353192044301124,272.72452,1.7739376e+18,3.9541125e+19
-3.597756182783065,-42.99928226492396,268.66098,1.7436957e+18,3.9594975e+19
-3.5407281995672046,-42.64407468013948,264.8835,1.8161034e+18,3.9761467e+19
-3.482942149878453,-42.284763092349635,263.81726,1.808037e+18,3.957326e+19
-3.4236691999522204,-41.916462833171074,264.13507,1.7720682e+18,3.9406963e+19
-3.363292856293313,-41.54178807418893,264.1085,1.7344187e+18,3.884931e+19
-3.3003952285334988,-41.15135635719152,261.19522,1.6743068e+18,3.92099e+19
-3.2349618845943824,-40.745178227201286,260.57867,1.6679535e+18,3.936122e+19
-3.165250810303047,-40.31183758962494,261.72873,1.6366385e+18,3.9866933e+19
-3.0909534400367895,-39.849498818287394,258.84332,1.6787478e+18,3.94994e+19
-3.011710006033364,-39.35605900013381,259.7643,1.7264475e+18,3.988923e+19
-2.9249023517106387,-38.81460499655476,259.03424,1.9826043e+18,4.024066e+19
